"No..of.Tanks","Stock.number.","Date.of.Birth","Fish.name","Genotype.","Fish.number","Responsible","Female.Parent.Genotype","Male.Parent.Genotype","Female.Parent.Stock","Male.Parent.Stock","Notes"
1,"22080","25-Sep-21","prkdc+/-; il2rga -/- x prkdc+/-; il2rga -/- ;WT","Enter genotype",40,"MHM/RM","prkdc+/-; il2rga -/-","prkdc+/-; il2rga -/-","21468","21468",""
1,"22081","25-Sep-21","prkdc-/-; il2rga -/- x prkdc-/-; il2rga -/-","Enter genotype",40,"MHM/RM","prkdc-/-; il2rga -/-","prkdc-/-; il2rga -/-","21571","21571",""
1,"22082","25-Sep-21","prkdc+/-; il2rga +/- x prkdc+/-; il2rga +/-","Enter genotype",40,"MHM/RM","prkdc+/-; il2rga +/-","prkdc+/-; il2rga +/-","21003","21003",""
1,"22083","25-Sep-21","ub:nRSG ;Casper +/-","Enter genotype",40,"MHM/RM","Casper/Casper","ub:nRSG","","","R+ "
1,"22084","25-Sep-21","sox-2A-CreER; Casper +/- Cre______","Enter genotype",40,"MHM/RM","Casper/Casper","sox-2A-CreER","","",""
1,"22100","30-Sep-31","prkdc +/-; il2rga- /- x prkdc +/-; il2rga -/-:WT","Enter genotype",40,"MHM/RM","prkdc +/-; il2rga -/-:WT","prkdc +/-; il2rga -/-:WT","21468","21468",""
1,"22119","30-Sep-21","mthfd1l_Crispr_dgRNP_F0","F0/+",120,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22120","30-Sep-21","fhdc5_Crispr_dgRNP_F0","F0/+",120,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22123","1-Oct-21","bach1a/b het inx","Enter genotype",40,"DNK/MHM","bach1a/b het","bach1a/b het","20286","20286",""
1,"22124","1-Oct-21","hsp70:BACH1-2A-GFP-L2 outx AB","Enter genotype",2,"DNK/MHM","hsp70:BACH1-2A-EGFP F0","AB","21481","20184","lens GFP+"
1,"22125","1-Oct-21","hsp70:BACH1-2A-GFP-L3 outx AB","Enter genotype",1,"DNK/MHM","hsp70:BACH1-2A-EGFP F0","AB","21481","20184","lens GFP+"
1,"22126","1-Oct-21","tcima/b het; mpeg:NTR-IRES-GFP outx tcim A breeder","Enter genotype",120,"DNK/MHM","tcima-/-;tcimb-/+","tcima/b het; mpeg:NTR-IRES-GFP","20105","20350","cmlc2:EGFP+ (Tg+)"
1,"22127","1-Oct-21","tcima/b het; mpeg:NTR-IRES-GFP outx tcim A breeder","Enter genotype",40,"DNK/MHM","tcima-/-;tcimb-/+","tcima/b het; mpeg:NTR-IRES-GFP","20105","20350","cmlc2:EGFP- (Tg-)"
1,"22128","1-Oct-21","tcima/b het; mpeg:YFP outx AB","Enter genotype",45,"DNK/MHM","tcima/b het; mpeg:YFP","AB","19092","20184","mpeg:YFP+"
1,"22133","1-Oct-21","mpeg:CreER-L10 outx ubi:nRSG","Enter genotype",62,"DNK/MHM","ubi:nRSG","mpeg:CreER-L10 F0","","","nR+"
1,"22144","30-Sep-21","HuC:NTR-mcherry (RFP/+); sox2-2a-GFP (GFP/+)(MTZ)","Enter genotype",18,"CTC/MHM","HuC:NTR-mcherry","sox2-2a-GFP","19686","19895","2-3dpf MTZ treated."
1,"22145","30-Sep-21","HuC:NTR-mcherry (RFP/+); sox2-2a-GFP (GFP/+)(egg water)","Enter genotype",0,"CTC/MHM","HuC:NTR-mcherry","sox2-2a-GFP","19686","19895","Egg water"
1,"22147","5-Oct-21","ubi:loxp-BFP-loxp-DN-Alk4-HA-2A-GFP(BFP/+)_F0","F0/+",70,"VMS/MHM","EKAB","EKAB","","","AB F0 embryos injected (by Catrina) with 15ng of plasmid and selected for BFP+"
1,"22159","5-Oct-21","HuC:NTR-mcherry (RFP/+); sox2-2a-GFP (GFP/+)","Enter genotype",9,"CTC/MHM","HuC:NTR-mcherry","sox2-2a-GFP","19686","19895","Egg water"
1,"22160","5-Oct-21","HuC:NTR-mcherry (RFP/+); sox2-2a-GFP (GFP/+)","Enter genotype",23,"CTC/MHM","HuC:NTR-mcherry","sox2-2a-GFP","19686","19895","MTZ"
1,"22161","5-Oct-21","HuC:NTR-mcherry (+/+); sox2-2a-GFP (GFP/+)","Enter genotype",22,"CTC/MHM","HuC:NTR-mcherry","sox2-2a-GFP","19686","19895","MTZ"
1,"22162","5-Oct-21","HuC:NTR-mcherry (RFP/+); sox2-2a-GFP (+/+)","Enter genotype",18,"CTC/MHM","HuC:NTR-mcherry","sox2-2a-GFP","19686","19895","MTZ"
1,"22165","7-Oct-21","si-ch211-153j24.3_Crispr_dgRNP_F0","F0/+",40,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22166","7-Oct-21","shootin3_Crispr_dgRNP_F0","F0/+",40,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22167","7-Oct-21","hdac10_Crispr_dgRNP_F0","F0/+",80,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22170","8-Oct-21","hsp70:BACH1-2A-EGFP-L4 F0 outx AB","Enter genotype",5,"DNK/MHM","hsp70:BACH1-2A-EGFP F0","AB","21481","20184","F1, lens GFP+"
1,"22171","8-Oct-21","hsp70:C8ORF4-2A-EGFP-L3 outx AB","Enter genotype",56,"DNK/MHM","hsp70:C8ORF4-2A-EGFP","AB","21428","20184","F2, lens GFP+"
1,"22172","8-Oct-21","mpeg:CreER-L9 outx ubi:nRSG","Enter genotype",56,"DNK/MHM","mpeg:CreER-L9","AB","20814","20184","nR+"
1,"22173","8-Oct-21","mpeg:CreER-L10 outx ubi:nRSG","Enter genotype",80,"DNK/MHM","mpeg:CreER-L10","AB","20814","20184","nR+"
1,"22174","8-Oct-21","zfp36l1a het outx zfp36l1b het","Enter genotype",50,"DNK/MHM","zfp36l1a het","zfp36l1b het","20010","20677","genotype for double hets (both 1_5 allele)"
1,"22176","7-Oct-21","ctgfa-NTR-L11 R+","Enter genotype",40,"MHM/RM","AB","ctgfa-NTR-L11 R+","","19373","R+"
1,"22177","7-Oct-21","EKAB","Enter genotype",40,"MHM/RM","AB","EKAB","","",""
1,"22180","12-Oct-21","prkdc-/-;il2rga-/-;Casper","Enter genotype",40,"MHM/RM","prkdc-/-;il2rga-/-;Casper","prkdc-/-;il2rga-/-;Casper","21571","21571",""
1,"22192","15-Oct-21","mpeg:CreER-L11 F0 outx ubi:nRSG","Enter genotype",25,"DNK/MHM","mpeg:CreER-L11","ubi:nRSG","","","nR+, F1"
1,"22214","15-Oct-21","mstnb","+/+ or +/- or -/-",120,"VMS/MHM","mstnb(+/-)","mstnb(+/-)","20950","20950","mstnb het incross. Genotype for mstnb allele"
1,"22215","15-Oct-21","Tg(-4.9mstnb:cre)-L1","Entergenotype",80,"VMS/MHM","Tg(-4.9mstnb:cre)-F0 -1","AB","21164","","mstn-cre Founder 1  (2.7%)outcrossed to AB. Genotype for cre"
1,"22216","15-Oct-21","Tg(-4.9mstnb:cre)-L3","Entergenotype",80,"VMS/MHM","Tg(-4.9mstnb:cre)-F0 -3","AB","21164","","mstn-cre Founder 3 (33.3%)outcrossed to AB. Genotype for cre"
1,"22227","12-Oct-21","HuC:NTR-mcherry (RFP/+); sox2-2a-GFP (GFP/+)","Enter genotype",6,"CTC/MHM","HuC:NTR-mcherry","sox2-2a-GFP","19686","19895","Egg water"
1,"22228","12-Oct-21","HuC:NTR-mcherry (RFP/+); sox2-2a-GFP (GFP/+)","Enter genotype",5,"CTC/MHM","HuC:NTR-mcherry","sox2-2a-GFP","19686","19895","MTZ"
1,"22229","12-Oct-21","HuC:NTR-mcherry (RFP/+);nes:GFP (GFP/+)","Enter genotype",9,"CTC/MHM","HuC:NTR-mcherry","nes:GFP","19686","19689","Egg water"
1,"22230","12-Oct-21","HuC:NTR-mcherry (RFP/+); sox2-2a-GFP (GFP/+)","Enter genotype",37,"CTC/MHM","HuC:NTR-mcherry","nes:GFP","19686","19689","MTZ"
1,"22231","19-Oct-21","HuC:NTR-mcherry (RFP/+); sox2-2a-GFP (GFP/+)","Enter genotype",50,"CTC/MHM","HuC:NTR-mcherry","sox2-2a-GFP","19686","19895","Egg water"
1,"22232","19-Oct-21","HuC:NTR-mcherry (RFP/+); sox2-2a-GFP (GFP/+)","Enter genotype",50,"CTC/MHM","HuC:NTR-mcherry","sox2-2a-GFP","19686","19895","MTZ"
1,"22233","19-Oct-21","HuC:NTR-mcherry (RFP/+);nes:GFP (GFP/+)","Enter genotype",50,"CTC/MHM","HuC:NTR-mcherry","nes:GFP","19686","19689","Egg water"
1,"22234","19-Oct-21","HuC:NTR-mcherry (RFP/+);nes:GFP (GFP/+)","Enter genotype",50,"CTC/MHM","HuC:NTR-mcherry","nes:GFP","19686","19689","MTZ"
1,"22243","19-Oct-21","ubi:loxp-BFP-loxp-CA-Alk4-HA-2A-GFP(BFP/+)_F0","F0/+",40,"VMS/MHM","AB","AB","","","20ng plasmid injected into AB ( Catrina). Screen for BFP+ F1"
1,"22244","19-Oct-21","hdac10","stl715/+",80,"VMS/MHM","AB","hdac10(stl715/?)","21052","vial#6791","Genotype for hdac10 mutant allele"
1,"22248","20-Oct-21","prkdc-/-;il2rga-/-;Casper","Enter genotype",40,"MHM/RM","prkdc-/-;il2rga-/-;Casper","prkdc-/-;il2rga-/-;Casper","21571","21571",""
1,"22261","21-Oct-21","Tg(huc-mcherry-NTR-L1) ","Enter genotype",40,"MHM/RM","Tg(huc-mcherry-NTR-L1) ","AB*","","19782","RFP+"
1,"22262","21-Oct-21","Tg(huc-mcherry-NTR-L1) ","Enter genotype",40,"MHM/RM","Tg(huc-mcherry-NTR-L1) ","AB*","","19782","RFP-"
1,"22295","28-Oct-21","mpeg:CreERT2-L11 outx ubi:nRSG","Enter genotype",50,"DNK/MHM","mpeg:CreERT2-L11 F0","ubi:nRSG","20814","21065","nR+ ; F1"
1,"22296","28-Oct-21","mpeg:NTR-IRES-EGFP outx AB","Enter genotype",80,"DNK/MHM","mpeg:NTR-IRES-EGFP","AB","20418","20184","cmlc2:EGFP+"
1,"22297","28-Oct-21","mpeg:NTR-IRES-EGFP outx AB","Enter genotype",40,"DNK/MHM","mpeg:NTR-IRES-EGFP","AB","20418","20184","cmlc2:EGFP-"
1,"22298","28-Oct-21","stab1 1_1 het inx","Enter genotype",80,"DNK/MHM","stab1 1_1","stab1  1_1","20283","20283","genotype for wt, het, mut"
1,"22300","27-Oct-21","prkdc-/-;il2rga-/-;Casper","Enter genotype",25,"MHM/RM","prkdc-/-;il2rga-/-;Casper","prkdc-/-;il2rga-/-;Casper","21571","21571",""
1,"22310","28-Oct-21","Tg(-4.9mstnb:cre-ERT2)-L1","Entergenotype",80,"VMS/MHM","AB","Tg(-4.9mstnb:cre)-F0","","211640","mstn-cre- founder 1 (2.7%) outcrossed to AB. Screen for cre+ve F1s"
1,"22311","28-Oct-21","Tg(-4.9mstnb:cre-ERT2)-L2","Entergenotype",80,"VMS/MHM","AB","Tg(-4.9mstnb:cre)-F0","","211640","mstn-cre- founder 2 (13.8%) outcrossed to AB. Screen for cre+ve F1s"
1,"22312","28-Oct-21","Tg(-4.9mstnb:cre-ERT2)-L3; Tg(ubi:nRSG)","RFP/+",40,"VMS/MHM","Tg(ubi:nRSG)(RFP/+)","Tg(-4.9mstnb:cre)-F0","21065","211640","mstn-cre- founder 3 (33.3%) outcrossed to ubi-nRSG. Screen for cre+ve F1s"
1,"22313","28-Oct-21","Tg(-4.9mstnb:cre-ERT2)-L4; Tg(ubi:nRSG)","RFP/+",40,"VMS/MHM","Tg(-4.9mstnb:cre)-F0","Tg(ubi:nRSG)(RFP/+)","211640","21065","mstn-cre- founder 4 (19%) outcrossed to ubi-nRSG. Screen for cre+ve F1s"
1,"22314","28-Oct-21","Tg(-4.9mstnb:cre-ERT2)-L6; Tg(ubi:nRSG)","RFP/+",40,"VMS/MHM","Tg(-4.9mstnb:cre)-F0","Tg(ubi:nRSG)(RFP/+)","211640","21065","mstn-cre- founder 6 (36%) outcrossed to ubi-nRSG. Screen for cre+ve F1s"
1,"22315","28-Oct-21","Tg(-4.9mstnb:cre-ERT2)-L7; Tg(ubi:nRSG)","RFP/+",40,"VMS/MHM","Tg(-4.9mstnb:cre)-F0","Tg(ubi:nRSG)(RFP/+)","211640","21065","mstn-cre- founder 7 (51%) outcrossed to ubi-nRSG. Screen for cre+ve F1s"
1,"22316","28-Oct-21","Tg(-4.9mstnb:cre-ERT2)-L8; Tg(ubi:nRSG)","RFP/+",40,"VMS/MHM","Tg(-4.9mstnb:cre)-F0","Tg(ubi:nRSG)(RFP/+)","211640","21065","mstn-cre- founder 8 (27%) outcrossed to ubi-nRSG. Screen for cre+ve F1s"
1,"22317","28-Oct-21","Tg(-4.9mstnb:cre-ERT2)-L9; Tg(ubi:nRSG)","RFP/+",40,"VMS/MHM","Tg(-4.9mstnb:cre)-F0","Tg(ubi:nRSG)(RFP/+)","211640","21065","mstn-cre- founder 9 (19%) outcrossed to ubi-nRSG. Screen for cre+ve F1s"
1,"22318","28-Oct-21","Tg(-4.9mstnb:cre-ERT2)-L11; Tg(ubi:nRSG)","RFP/+",40,"VMS/MHM","Tg(-4.9mstnb:cre)-F0","Tg(ubi:nRSG)(RFP/+)","211640","21065","mstn-cre- founder 11 (19.1%) outcrossed to ubi-nRSG. Screen for cre+ve F1s"
1,"22353","2-Nov-21","hdac10","stl716/+",80,"VMS/MHM","AB","hdac10(stl716/stl716)","S21052","S19342/7782","frozen sperm fertilizing AB"
1,"22354","2-Nov-21","shootin3_Crispr_dgRNP_F0","F0/+",20,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22355","2-Nov-21","mthfd1l_Crispr_dgRNP_F0","F0/+",40,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22356","2-Nov-21","si-ch211-154j24.3_Crispr_dgRNP_F0","F0/+",40,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22357","2-Nov-21","hdac10_Crispr_dgRNP_F0","F0/+",40,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22358","2-Nov-21","fhdc5_Crispr_dgRNP_F0","F0/+",35,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22359","2-Nov-21","Tubigen","wildtype",40,"VMS/MHM","TU","TU","21507","21570","Uninjected control for crispants"
1,"22360","3-Nov-21","ubi:mTagBFP2-switch-DTA injected","Enter genotype",43,"DNK/MHM","AB","AB","","",""
1,"22361","3-Nov-21","ubi:mTagBFP2-switch-TCIM-2A-EGFP injected","Enter genotype",120,"DNK/MHM","AB","AB","","","BFP+"
1,"22362","3-Nov-21","ubi:mTagBFP2-switch-TCIM-2A-EGFP injected","Enter genotype",120,"DNK/MHM","AB","AB","","","BFP-"
1,"22371","4-Nov-21","EKAB","Enter genotype",40,"MHM/RM","AB","EK","","",""
1,"22373","4-Nov-21","syt11b_Crispr_dgRNP_F0","F0/+",40,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22374","4-Nov-21","syt11a_Crispr_dgRNP_F0","F0/+",40,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22375","4-Nov-21","fam171b_Crispr_dgRNP_F0","F0/+",33,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22376","4-Nov-21","fblim1_Crispr_dgRNP_F0","F0/+",40,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22377","4-Nov-21","chrnb2_Crispr_dgRNP_F0","F0/+",40,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22378","4-Nov-21","vamp4_Crispr_dgRNP_F0","F0/+",32,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22379","4-Nov-21","Tubigen","wildtype",40,"VMS/MHM","TU","TU","21507","21570","Uninjected control for crispants"
1,"22380","5-Nov-21","Tg(-4.9mstnb:cre-ERT2)-L1","Entergenotype",65,"VMS/MHM","AB","Tg(-4.9mstnb:cre)-F0","","211640","mstn-cre- founder 1 (2.7%) outcrossed to AB. Screen for cre+ve F1s"
1,"22381","5-Nov-21","Tg(-4.9mstnb:cre-ERT2)-L10","Entergenotype",105,"VMS/MHM","AB","Tg(-4.9mstnb:cre)-F0","","211640","mstn-cre- founder 10 (6.3%) outcrossed to AB. Screen for cre+ve F1s"
1,"22382","4-Nov-21","Tg(ubi:loxp-Tag-BFP-loxp-CA-ALK4)","Entergenotype",40,"VMS/MHM","AB","AB","","","20ng of CA-Alk4 plasmid was injected into AB. Screen for BFP+ F1"
1,"22415","9-Nov-21","shootin3_Crispr_dgRNP_F0","F0/+",20,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22416","9-Nov-21","mthfd1l_Crispr_dgRNP_F0","F0/+",40,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22417","9-Nov-21","si-ch211-154j24.3_Crispr_dgRNP_F0","F0/+",31,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22418","9-Nov-21","hdac10_Crispr_dgRNP_F0","F0/+",40,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22419","9-Nov-21","fhdc5_Crispr_dgRNP_F0","F0/+",35,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22420","9-Nov-21","Tubigen","wildtype",40,"VMS/MHM","TU","TU","21507","21570","Uninjected control for crispants"
1,"22421","10-Nov-21","prkdc-/-;il2rga-/-;Casper","Enter genotype",35,"MHM/RM","prkdc-/-;il2rga-/-;Casper","prkdc-/-;il2rga-/-;Casper","21571","21571",""
1,"22430","12-Nov-21","mfap4:tdTomato-CAAX ; mpeg:YFP","Enter genotype",72,"DNK/MHM","mpeg:YFP","mfap4:tdTomato-CAAX; tnfa:emGFP","21999","20415","YFP+ ; genotype for tdTom"
1,"22431","12-Nov-21","hsp70:C8ORF4-2A-EGFP-L1 outx AB","Enter genotype",80,"DNK/MHM","hsp70:C8ORF4-2A-EGFP-L1","AB","21182","20184","lens GFP+"
1,"22432","12-Nov-21","mpeg:tdTomato","Enter genotype",90,"DNK/MHM","mpeg:tdTomato","AB","21730","20184","tdTom+"
1,"22448","16-Nov-21","apoeb stl674/+ inx","Enter genotype",35,"MHM/RM","","","20964","90964",""
1,"22449","16-Nov-21","sox2-2a-GFP +/-","Enter genotype",0,"MHM/RM","AB","sox2-2a-GFP +/-","","20810","GFP+;for Lili"
1,"22450","17-Nov-21","ubi;nRSG x sox2-CreER    Cre_______","Enter genotype",40,"MHM/RM","ubi:nRSG +/+","sox2-CreER +/-","","21157","For Lili"
1,"22464","16-Nov-21","syt11b_Crispr_dgRNP_F0","F0/+",40,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22465","16-Nov-21","syt11a_Crispr_dgRNP_F0","F0/+",40,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22466","16-Nov-21","fam171b_Crispr_dgRNP_F0","F0/+",40,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22467","16-Nov-21","fblim1_Crispr_dgRNP_F0","F0/+",40,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22468","16-Nov-21","chrnb2_Crispr_dgRNP_F0","F0/+",40,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22469","16-Nov-21","vamp4_Crispr_dgRNP_F0","F0/+",31,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22470","16-Nov-21","Tubigen","wildtype",40,"VMS/MHM","TU","TU","21507","21570","Uninjected control for crispants"
1,"22535","3-Dec-21","mpeg:YFP; mfap4:tdTomato-CAAX","Enter genotype",90,"DNK/MHM","mfap4:tdTomato-CAAX; tnfa:emGFP","mpeg:YFP","20415","21999","mpeg:YFP+ ; genotype for tdTom"
1,"22546","3-Dec-21","syt11a + syt11b_Crispr_dgRNP_F0","Entergenotype",27,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22547","3-Dec-21","Tg(-4.9mstnb:cre-ERT2)-L5","Entergenotype",80,"VMS/MHM","AB","Tg(-4.9mstnb:cre)-F0","","211640","mstn-cre- founder 5 (12.5%) outcrossed to AB. Screen for cre+ve F1s"
1,"22548","3-Dec-21","Tubigen","wildtype",40,"VMS/MHM","TU","TU","21507","21507","Uninjected TU control"
1,"22549","3-Dec-21","prkdc-/-;il2rga-/-;WT","Enter genotype",40,"MHM/RM","prkdc-/-;il2rga-/-;WT","prkdc-/-;il2rga-/-;WT","","",""
1,"22550","3-Dec-21","sox-2A-CreER; Casper  Cre______","Enter genotype",40,"MHM/RM","casper/casper ","sox-2A-CreER; Casper+/-Cre___+___","","22084",""
1,"22551","3-Dec-21","ub:nRSG ;Casper","Enter genotype",40,"MHM/RM","casper/casper ","ub:nRSG ;Casper+/-","","22083","RFP+"
1,"22552","3-Dec-21","olig2:GFP  GFP/GFP","Enter genotype",40,"MHM/RM","olig2:GFP  GFP/GFP","olig2:GFP  GFP/GFP","","21692","GFP+/GFP+"
1,"22553","3-Dec-21","olig2:GFP GFP/+","Enter genotype",40,"MHM/RM","AB","olig2:GFP  GFP/GFP","","21692","For Lili"
1,"22554","3-Dec-21","sox10:RFP  RFP/+","Enter genotype",40,"MHM/RM","AB","sox10:RFP  RFP/+","","21448","for Lili"
1,"22572","7-Dec-21","ctgfa:180E L2C","Enter genotype",40,"MHM/RM","AB","ctgfa:180E:GFP L2C","","19298","GFP+"
1,"22573","8-Dec-21","AB*","Enter genotype",40,"MHM/RM","AB*","Ctgfa:180E:GFP L2C","","","Stocks"
1,"22581","7-Dec-21","hsp70:BACH1-2A-EGFP-L2a","Enter genotype",30,"DNK/MHM","hsp70:BACH1-2A-EGFP-L2 F0","AB","s22124","","green lens+ ; F2"
1,"22582","7-Dec-21","hsp70:BACH1-2A-EGFP-L2b","Enter genotype",21,"DNK/MHM","hsp70:BACH1-2A-EGFP-L2 F0","AB","s22124","","green lens+ ;F2"
1,"22583","7-Dec-21","hsp70:BACH1-2A-EGFP-L4","Enter genotype",22,"DNK/MHM","hsp70:BACH1-2A-EGFP-L4 F0","AB","s21482","","green lens+ ; F1"
1,"22588","8-Dec-21","shootin3_Crispr_dgRNP_F0","Entergenotype",40,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s"
1,"22589","8-Dec-21","syt11a + syt11b_Crispr_dgRNP_F0","Entergenotype",66,"VMS/MHM","TU","TU","21507","21570","Crispr dgRNP injected  TU F0s - 2 clutches"
1,"22590","8-Dec-21","Tubigen","wildtype",40,"VMS/MHM","TU","TU","21507","21507","Uninjected TU control"
1,"22595","10-Dec-21","Tubigen","Enter genotype",40,"MHM/RM","Tubigen","Tubigen","","",""
1,"22623","14-Dec-21","uninjected Tu controls","Enter genotype",90,"LZ/BL/MHM","Tu","Tu","21507","21507",""
1,"22624","14-Dec-21","foxd3 dgRNP injected","Enter genotype",40,"LZ/BL/MHM","Tu","Tu","21507","21507","injected by DNK"
1,"22625","14-Dec-21","itga2.2 dgRNP injected","Enter genotype",40,"LZ/BL/MHM","Tu","Tu","21507","21507","injected by DNK"
1,"22626","14-Dec-21","mpp7a dgRNP injected","Enter genotype",40,"LZ/BL/MHM","Tu","Tu","21507","21507","injected by DNK"
1,"22627","14-Dec-21","foxd3 dgRNP injected","Enter genotype",7,"LZ/BL/MHM","Tu","Tu","21507","21507","injected by BL"
1,"22628","14-Dec-21","itga2.2 dgRNP injected","Enter genotype",38,"LZ/BL/MHM","Tu","Tu","21507","21507","injected by BL"
1,"22629","14-Dec-21","mpp7a dgRNP injected","Enter genotype",12,"LZ/BL/MHM","Tu","Tu","21507","21507","injected by BL"
1,"22630","14-Dec-21","foxd3 dgRNP injected","Enter genotype",32,"LZ/BL/MHM","Tu","Tu","21507","21507","injected by LZ"
1,"22631","14-Dec-21","itga2.2 dgRNP injected","Enter genotype",40,"LZ/BL/MHM","Tu","Tu","21507","21507","injected by LZ"
1,"22632","14-Dec-21","mpp7a dgRNP injected","Enter genotype",40,"LZ/BL/MHM","Tu","Tu","21507","21507","injected by LZ"
1,"22677","31-Dec-21","fhdc5","vms1/+",40,"VMS/MHM","fhdc5 dgRNP CRISPR-F0-1","TU","22120","21507","Founder 1 of dgRNP_Crispr injected fhdc5 outcrossed to TU"
1,"22678","31-Dec-21","fhdc5","vms2/+",40,"VMS/MHM","TU","fhdc5 dgRNP CRISPR-F0-2","21507","22120","Founder 2 of dgRNP_Crispr injected fhdc5 outcrossed to TU"
1,"22679","31-Dec-21","si-ch211-154j24.3","vms2/+",40,"VMS/MHM","TU","si-ch211-154j24.3_Crispr_dgRNP_F0","21507","21190","Founder 2 of dgRNP_Crispr injected si-ch211-154j24.3 outcrossed to TU"
1,"22680","31-Dec-21","hdac10","vms2/+",40,"VMS/MHM","TU","hdac10_Crispr_dgRNP_F0","21507","21992","Founder 2 of dgRNP_Crispr injected hdac10 outcrossed to TU"
1,"22691","6-Jan-22","vwa-1 dgRNP injected","Enter genotype",116,"BL/LZ/MHM","Tubigen","Tubigen","","",""
1,"22706","6-Jan-21","mbp:GFP","Enter genotype",40,"MHM/RM","AB","mbp:GFP","","21715","GFP+ for Lili"
1,"22714","10-Jan-22","prkdc-/-;il2rga-/-;WT","Enter genotype",40,"MHM/RM","prkdc-/-;il2rga-/-;WT","prkdc-/-;il2rga-/-;WT","","",""
1,"22715","10-Jan-22","prkdc-/-;il2rga-/-;Casper","Enter genotype",40,"MHM/RM","prkdc-/-;il2rga-/-;Casper","prkdc-/-;il2rga-/-;Casper","","",""
1,"22718","11-Jan-22","bach1a/b het inx","Enter genotype",50,"DNK/MHM","bach1a/b het","bach1a/b het","20286","20286","genotype for single hets"
1,"22719","11-Jan-22","bach1a-/-;bach1b-/+ outx bach1a-/+;bach1b-/-","Enter genotype",120,"DNK/MHM","bach1a-/-;bach1b-/+","bach1a-/+;bach1b-/-","20907","20907","genotype for double hets and muts"
1,"22721","11-Jan-22","mfap4:tdTom/+ ; tcima-/-; tcimb-/+ outx mpeg:YFP; tcima/b het","Enter genotype",120,"DNK/MHM","mfap4:tdTomato-CAAX; tnfa:emGFP; tcim A breeder","mgep:YFP; tcima/b het","21063","22128","YFP+ ; lens GFP- ; genotype for tcima, tcimb, and tdTom"
1,"22722","14-Jan-22","uninjcted TU controls","Enter genotype",50,"BL/MHM","TU","TU","","","Tubigen wild type controls"
1,"22723","14-Jan-22","col5a3a/col5a3b dgRNP co-injected","Enter genotype",90,"BL/MHM","TU","TU","","","Injections"
1,"22755","18-Jan-22","zfp36l1a/b het inx","Enter genotype",120,"DNK/MHM","zfp36la/b het","zfp36la/b het","22174","22174","genotype for zfp36l1 single and double mutants"
1,"22756","18-Jan-22","bach1a het inx","Enter genotype",80,"DNK/MHM","bach1a het","bach1a het","22123","22123","genotype for wt, het, mut"
1,"22757","18-Jan-22","bach1b het inx","Enter genotype",80,"DNK/MHM","bach1b het","bach1b het","22123","22123","genotype for wt, het, mut"
1,"22758","18-Jan-22","mpeg:CreERT2-L9; ubi:nRSG","Enter genotype",80,"DNK/MHM","mpeg:CreERT2-L9; ubi:nRSG","AB","22172","","F2, nR+"
